Pulsar,HabCat,Distance (arcmin),Pulsar period
B1221-63,1673,0.5984328027117203,0.216476
J0248+6021,72490,0.3078863137258877,0.217094
J1810-1441,29544,0.9147208540757376,0.217214
J1941+0121,37960,1.413597097406676,0.217317
J1816-0755,29868,0.5323243870176363,0.217643
J1816-5643,29777,0.21351251885184505,0.217923
J1905+0902,34423,1.1600716500224926,0.218253
J1722-4400,25571,2.660977924306925,0.218554
B1802+03,29133,1.0748637468600353,0.218712
B2053+36,43880,0.6374857351467836,0.221508
J0517+22,84543,0.20556980701315827,0.222344
J1705-4331,23655,0.23088830400245472,0.222561
J1909+0912,34423,0.8075880751484507,0.222949
J1824-2537,30305,1.2183802036958442,0.22332
J1741-2945,26550,0.7120435913202324,0.223558
J1634-5640,20690,1.4025308968180596,0.224201
J1817-1511,30067,0.9582113849867407,0.224604
J1848-0601,32933,0.8699029543860147,0.225004
J1846+0919,32255,1.7617462518713034,0.225551
J1907+0918,34423,0.6878991062534436,0.226107
J0358+42,78085,0.5257020486425182,0.226478
B1929+10,35823,2.39167549300598,0.226518
J1819-1510,30067,0.8426324867073709,0.226539
J2030+4415,41690,0.9389531815698545,0.22707
J1916+1225,34710,1.2914015725335302,0.227387
J1702-4217,23655,1.1219763573087198,0.227565
J1054-5946,113789,1.3697321302484855,0.228324
J1632-4757,21496,0.820151140709896,0.228564
B2011+38,40174,1.7497511770207668,0.230194
J1705-52,23694,0.2113591855330603,0.2307
J1934+19,36951,1.130632056434906,0.23099
B1643-43,22638,1.5337365809323762,0.231603
B1610-50,19581,1.1231073576038135,0.231694
J1123-6651,116101,1.4383659324199543,0.232976
J1624-4411,20200,0.8215820580495059,0.233164
J1842+0358,32644,1.5771481990539185,0.233326
J1755-2534,27907,1.1153998875498397,0.233541
B2324+60,55691,0.5024597456624955,0.233652
B1754-24,27640,1.6971190547576953,0.234101
J1739+0612,27061,1.3622018790094323,0.234169
J1835-09242,30905,2.151134164870262,0.235249
J1838-0549,31246,1.3960520334616353,0.235303
J1719-4302,24243,2.112902441907476,0.235475
J1922+1733,35741,0.2868331155777074,0.236171
B1719-37,24332,1.93326190861859,0.236173
J1812-2748,29074,1.1039979242155729,0.236983
J0633+1746,90788,0.6166978482260955,0.237099
J1909+0749,34423,2.156845694114859,0.237161
J1643-4505,21701,0.8840022741810112,0.237383
B1922+20,35851,0.7017279219115109,0.23779
J1839-0321,31849,0.04199150799080511,0.238778
J1739-3049,26650,0.4081171817734986,0.239317
J1725-0732,25814,1.622914318868986,0.239919
J1937-00,37323,1.1931846398355275,0.2401
J1907+0345,34848,1.4792429180203828,0.240153
J1702-4310,23655,0.4904469981601062,0.240524
J2004+3429,39561,0.18335442864432852,0.240953
J1808-1726,29189,0.43183057922438145,0.241035
J0520-2553,84783,1.0908945454561316,0.241642
J1547-5839,17887,0.28403270695403593,0.24219
B1535-56,16514,1.5599905659195337,0.243392
J1123-4844,115282,0.7386631356380254,0.244838
B1824-10,30905,1.0891157141395305,0.245757
B0540+23,86226,1.743408648438551,0.245975
J1828-1057,30905,0.1644563524399739,0.246328
J1855+0205,32644,2.6598940566928992,0.246817
J1609-4616,19553,0.7032101121038968,0.249609
J0729-1448,95598,1.350035552228955,0.251659
J1107-5907,113789,0.6846723923700045,0.252773
J1637-4450,21701,0.8338851787920362,0.25287
B0950+08,107871,1.3475052579031386,0.253065
B0905-51,104084,0.8743781404753841,0.253556
J1759-1940,28312,0.7337101006743307,0.25472
J1712-2715,24370,0.34684446712838896,0.25536
J1705-3423,23797,0.263068924090348,0.255426
J1253-5820,3930,1.2217144537038365,0.255496
J1000-5149,108434,1.0636200075028976,0.255677
B1841-05,32933,1.890623067423533,0.255699
J1130-6807,116617,1.4439438203514132,0.256353
J1235-6354,2717,1.3269743507356557,0.256778
J1858+0346,33719,1.6613338206942807,0.256844
B1556-44,18758,1.2116762062293334,0.257056
J1929+1955,35851,1.367915896722389,0.257832
J1855+0700,32984,1.9813012348666785,0.258685
J1940+2246,37906,1.4445298988343396,0.25889
J1847-0427,32933,1.6847072780704855,0.259247
J1349-6130,8865,2.0297855851293765,0.259363
J1115-6052,116085,2.5760109757847665,0.259777
B1806-53,29532,0.819876682522869,0.261049
J1317-6302,6619,1.1611180723938597,0.261271
J1755-2725,28020,0.603351529301967,0.261955
J1649-3805,22760,1.0342115862895946,0.262026
J0519-6932,85098,0.3998251180558227,0.263212
J1904+0800,34423,2.2006336000234907,0.263345
B1451-68,13204,1.8785001561796402,0.263377
J1622-4802,20359,0.3593323222234399,0.265072
J2021+4026,40695,0.5912749726430013,0.265318
J1707-4729,24241,1.3578297103671773,0.266474
B1904+06,33719,2.043382358421268,0.267275
B1853+01,33238,2.0495707266932164,0.26744
B1929+20,36951,0.9096547602349816,0.268217
B0331+45,75877,0.9469635875339271,0.269201
J1828-0611,31069,0.7754211758421857,0.269415
J1844-0452,31849,1.9161980758191555,0.269443
J0621+0336,89944,0.8422718788821829,0.269954
B1914+09,35642,1.5253455561909417,0.270254
J1827-0750,30421,2.003931054840633,0.270502
J1123-6259,116221,1.028971373055626,0.271434
B0136+57,66285,0.5646424448750548,0.272451
B1143-60,117795,1.0607492470153381,0.273372
J1911+09,34423,1.1958603751536956,0.27371
J1848-0055,32608,0.6423154665586226,0.274557
B1949+14,37978,1.2394812263489734,0.275026
J1244-5053,4168,1.4272872456641303,0.275207
J1853+0056,33238,1.7861072744613333,0.275578
J1849+2423,32662,1.2064092036253469,0.275641
J2013+3058,40138,0.7560854196460363,0.276028
J2002+1637,39293,0.5782382418879811,0.276497
J1355-6206,9704,1.9608950611915057,0.276603
J1538-5438,16514,1.043170504060409,0.276726
J1638-4608,21701,0.5556039403454034,0.278137
J1715-3903,24583,0.8414019149046517,0.278481
J1410-7404,10550,0.3992887609630557,0.278729
J1530-5327,15892,0.9058340617578761,0.278957
B1822-14,30067,1.7886406839371882,0.279187
B1317-53,6465,0.6124417073464679,0.279729
J1210-5559,1291,0.8599522962070902,0.279767
B1820-11,30552,0.40914305154080544,0.279829
J1525-5605,16514,1.331594927111353,0.280349
B1718-35,25030,0.8031122139788079,0.280424
J1327-6400,6619,0.26986119367471084,0.280678
J1104-6103,113789,2.184946176089009,0.280905
J1818-1448,30067,1.237192740396321,0.281371
J2222+2923,50921,0.31029038372198176,0.281399
B1914+13,34710,1.8155690166961747,0.281842
J1154-6250,117795,2.891561998269834,0.282012
J2139+4716,47121,1.3610398116902402,0.282849
J1603-2531,19468,1.6324617520944453,0.28307
B1907+10,34710,1.070628808139639,0.283641
J1700-4012,23054,0.9256620179730993,0.283792
J2048+2255,42910,1.7625767560848873,0.283901
B1820-31,30020,1.0422535411020124,0.284054
B1316-60,5523,1.7427489485043999,0.284351
B1848+04,32644,0.6538371776727888,0.284697
J1413-6141,10677,0.6044856941468936,0.285625
J1710-4148,24243,0.5034343122908405,0.286561
J1515-5720,15220,0.833452448488861,0.286646
B1504-43,14582,0.36075811785695105,0.286757
J1726-3635,25030,2.1353815320449323,0.287432
J0631+1036,90979,1.1328230287793146,0.2878
B1859+01,34239,1.4187955073122915,0.288219
J1549-4848,18004,0.7139463821041726,0.288347
J1406-5806,9857,0.10831306785676263,0.288349
J1156-5707,117923,0.14347060881970403,0.288409
J1601-5335,18966,0.4290264872336512,0.288457
J1043-6116,110889,2.4908084630177445,0.288602
B1745-20A,27495,0.6868299410539803,0.288603
B1530-539,16514,1.1258930886684386,0.289689
B1831-04,31246,1.0693988804943737,0.290108
J1927+0911,35976,0.9825706290280333,0.290305
J1958+2846,39491,1.2988136678828164,0.290389
J1850+0423,32644,0.5445028891471143,0.290716
J1908+0500,33719,1.9696028544886677,0.291021
J1701-3130,23409,0.12556336757399975,0.291341
J1141-3322,117059,0.9436185004310175,0.291468
B1815-14,29544,1.2328497810622332,0.291489
J1833-0209,31083,0.8715942809178071,0.291931
J1413-6222,10677,1.1409615031891067,0.292408
J1626-4807,20359,0.8753300681634353,0.293928
J1819-1114,30552,1.4369513125725943,0.294163
J1236-5033,2602,0.62844951912008,0.29476
J1416-6037,10575,0.048110603712779115,0.29558
J1350-5115,9482,2.283697447153041,0.295699
J1541-5535,18002,1.3106229473658348,0.295838
J0633+0632,91360,1.085602723844634,0.297395
J1915+1410,34710,2.3816197487636,0.297494
J1649-4729,22124,0.6429622145643649,0.297692
J1848-1414,32009,1.8949057419079616,0.29777
B0609+37,89027,1.08440956443316,0.297982
J1607-6449,18608,0.9799982318740764,0.298116
B1925+188,35943,1.2493587733644553,0.298313
B1702-19,23579,0.34055468944951656,0.298987
J1926+2016,35851,0.7040809163679912,0.299072
J1346-4918,7855,0.8979050124726025,0.299625
J1537-4912,17104,0.8307114061512709,0.301311
J1903-0258,34341,1.0284210181187146,0.301459
J1819-1008,30552,1.7707310501146092,0.30149
J1511-5835,15220,0.7915657877793587,0.301511
J1526-5633,16514,1.6095986854476747,0.301888
J1835-1020,30905,1.7615684682964299,0.302448
J2340+08,56517,1.5446367210936571,0.3033
J1956+0838,38747,1.1802233543870935,0.303911
B1650-38,22760,0.1363130797908077,0.305037
J1652-1400,22688,0.6261239135262262,0.305447
B1832-06,31069,1.2846284893684472,0.30583
J1913+1145,34710,0.6590463749791142,0.306069
J1743-4212,27251,0.6511150056505476,0.306167
B1659-60,23317,0.9395648235821515,0.306323
J1434-6006,11706,0.7105637061064488,0.306368
J1031-6117,110304,1.2897684518202717,0.306411
B1001-47,108536,1.831625393829978,0.307072
B1826-17,30890,0.18855007641955204,0.307133
J1535-5848,16581,0.6536957770390011,0.307178
J1957+2831,38550,1.3397230860439295,0.307683
J2005+3552,39498,0.32128990709722755,0.307943
J1926+1613,36081,0.5511887386778395,0.3083
J0838-2621,101982,0.997252398139311,0.308581
J1204-6843,1674,1.8469148400081454,0.308861
J1650-4126,22915,2.0068342258468297,0.308918
J1650-4341,22915,1.0747525188699285,0.309398
B1817-18,29875,0.8263132787244992,0.309905
J0831-4406,101142,1.3690550049196533,0.311674
J1716-4005,24583,0.23698178115754573,0.311813
J2139+00,47195,1.2800192032141327,0.31247
J1842+0638,32524,1.6210746040757296,0.313016
J1809-0743,29063,0.6605598338224918,0.313886
B1929+15,36512,0.485291169585831,0.314355
J0033+57,61188,0.5413862015716936,0.315
J1412-6145,10677,0.7461816905309335,0.315225
J1812-2526,29810,0.9606500647622973,0.315835
J0007+7303,59614,0.70626609839673,0.315873
J1915+0227,34848,0.9218203437005301,0.317306
J1834-0633,31069,1.061391036845114,0.317315
J1926+0737,35976,0.9215171306630017,0.318062
J0026+6320,60644,0.6984689875582029,0.318358
J1829-0734,31069,1.7737931202944497,0.318401
J1901+0124,34239,1.075270656240449,0.318817
J1705-3950,23764,0.7878590508222464,0.318941
J2055+2539,44291,1.2241225349881517,0.319561
J0737-2202,96447,0.6316146565286924,0.320366
B0456-69,82522,0.7714020938954519,0.320423
J1717-5800,24801,0.21760884564431165,0.321793
J0511-6508,84244,0.5386715633863461,0.322062
J1755-2025,28494,1.3795203144775798,0.322231
J2206+6151,49919,0.8840981037373172,0.322674
B1736-29,26550,1.1865912394318086,0.322882
B1657-45,22817,1.217349569116184,0.322909
J1732-4156,26037,2.4371428581906915,0.323434
J1132-46,116508,1.5625035984793887,0.3254
J1910+0728,34423,2.550964238564529,0.325415
J2007+0809,39383,2.021181486235805,0.325724
J1302-63,5106,0.37357179739589436,0.325724
B2123-67,46066,0.773056001119154,0.325771
J0113-7220,63614,0.8373154688565941,0.325883
J1046+0304,112662,0.6231993973415919,0.326271
J0435+27,81456,0.9144477970037669,0.326279
J1846-0258,31849,1.7549267243021638,0.326571
J0857-4424,103694,0.6315927519239037,0.326774
J1251-7407,2664,1.2793737883261793,0.327058
B1600-49,18613,0.8868272193110379,0.327418
J1813-2242,29061,1.4869936025285162,0.328514
J1848+0826,33109,1.6385634044690107,0.328665
J1557-4258,18758,0.8930866735684826,0.329187
J1834-0031,30585,2.3741018388014083,0.329532
J1047-3032,112228,1.173358326297592,0.330328
B1829-10,30905,1.026968889570413,0.330354
J0945-4833,107713,0.6012176652210462,0.331586
B2148+52,48133,0.33308298392191676,0.332206
J1732-3426,26290,1.3257402691549074,0.332887
J0622+3749,89834,0.4648423970341527,0.333208
J1820-1529,30067,0.5705817547952532,0.333243
J1423-6953,11817,0.7988307583247877,0.333411
B1110-65,114140,0.5860423125906304,0.334213
B1800-27,28528,0.5006109879555963,0.334415
J1917+1737,35741,1.1919381620525664,0.334725
B0611+22,88942,1.2178128737882397,0.33496
J1844-0502,32933,1.9102895173666024,0.335163
J1852-2610,32874,0.6052248630840852,0.336337
J1813+1822,29829,0.8028533969994867,0.336425
J1908+0909,34423,0.8153747431378512,0.336555
J0324+5239,75238,0.399880897821046,0.33662
J1820-0509,30513,1.1472100840422874,0.337321
B1730-37,26506,1.6177196179772693,0.337586
J1910+0225,34848,0.9844932705019438,0.337855
J1509-6015,14687,0.07647227759720339,0.339038
J1929+19,35943,1.674451259397019,0.339215
J0519+54,85010,0.3864985650944054,0.340194
J1638-5226,21553,0.48847911575025516,0.340503
J1845-0635,32933,1.829195111049263,0.340528
B0450+55,82490,0.5631461368578959,0.340729
J1847-0443,32933,1.3986528797304836,0.340832
J0905-6019,103614,1.1826470972010716,0.340854
J1422-6138,11156,0.18292385851097187,0.340968
J1538-5732,17790,1.3823963687118896,0.341213
B2048-72,43273,0.7599010431442125,0.341336
J1604-7203,19402,1.5543032085319501,0.341403
J1739-3951,26909,0.7091569132320704,0.341772
J1607-5140,20028,1.6802170405313188,0.342723
J1915+0838,35642,1.511665859278209,0.342777
J1316-6232,6619,1.632135991127355,0.342825
B2020+28,40914,0.4522047173289744,0.343402
J1851+0232,32644,1.6550655262832739,0.34402
J1842-0905,32962,2.9100544895578455,0.344643
J1855-0941,32962,1.3848975100426537,0.345401
B1848+13,32303,1.826770810459898,0.345582
J1333-4449,7389,0.31261356923118006,0.345603
J1830-0052,30585,1.2355599945513427,0.345698
J0905-5127,104084,0.3276968706293878,0.346287
J0627+0649,90246,0.9005748147017886,0.346523
J1741-2719,26192,1.5116562064902865,0.346797
J1054-5943,113789,1.2906669101684212,0.346909
J0131-7310,67101,1.0306791227661811,0.348124
B2310+42,54984,0.5140691292482289,0.349434
J1738-2647,26192,0.7155352038829602,0.349591
J1717-40435,24583,0.8736948853256351,0.349929
J1857+0526,33719,0.7598134316653454,0.349951
J1846-0749,32933,2.456487538827752,0.35011
J1735-3258,26326,0.9733010683263362,0.350963
J1105-43,114672,1.6401216884222654,0.3511
J1720-3659,24332,1.3883120224902379,0.351125
J1907+0249,34848,1.2971920283594456,0.351879
B1629-50,21552,0.8427430435339189,0.352142
J1627-5547,20910,0.82735183362238,0.352464
J1425-5723,10751,1.0659343595242063,0.353263
J1659-4439,22638,1.357470584205351,0.353293
J1841-7845,33156,0.9841100226360132,0.353603
J1627-5936,20475,1.3313144586858647,0.354234
B1834-04,31246,1.2469431779238136,0.354237
J0103+54,63502,0.44129067602897515,0.354304
B0523+11,85741,1.3443856588527712,0.354438
J1611-5847,20023,0.8141041933603466,0.35455
J0051+0423,62898,0.7885597848422202,0.354732
J1525-5523,16514,1.02236741211328,0.355156
B1503-66,15482,1.2789647512377842,0.355655
J1744-5337,26871,0.3641194479798123,0.355666
J1901-0312,34341,1.490691802319572,0.355725
J1625-4913,20359,1.0780778290935689,0.355856
J1531-4012,16343,0.146247531554102,0.356849
B1854+00,33238,1.8336374149653294,0.356929
J1903+0925,34104,1.0788824973733802,0.357155
J1805-2037,28494,1.1406006672174762,0.357807
J1834-1710,31435,0.8881740428211574,0.358306
B1933+16,36809,0.3889297378037041,0.358738
J1824-1423,30067,2.068458331273839,0.359394
J1615-5444,19400,0.8190910162298995,0.360958
J1754-3443,27860,1.0135545162783006,0.361691
J1706-6118,23317,0.6619915476275338,0.361921
J1733-3030,26550,1.0681605689373168,0.362052
J1824-1159,30552,0.7711290770115422,0.362492
J1907+0731,34423,2.446776680147313,0.363676
B1620-42,20753,0.5534954437673096,0.36459
B1133-55,116497,0.09399364953869535,0.364706
J1808-3249,28626,1.1695313496388533,0.364912
J1424-5822,10660,0.9913628924760824,0.366734
B1742-30,27336,1.0642076786121801,0.367429
J0849-6322,102988,1.2164736591517842,0.367953
B2255+58,53448,0.4437444538792894,0.368246
B1044-57,111854,1.289829050398587,0.369427
J1626-4537,20861,0.6288619930845637,0.370141
J1856-0526,33275,0.5332661548808454,0.370483
J1918+1541,36081,1.9092748931922692,0.370883
J1621-5243,20722,0.7195033973025076,0.371924
B2022+50,40840,0.6335015952242756,0.372619
J1216-6223,1184,0.3001075604409633,0.374047
J1903+0601,33719,1.0038608533697269,0.374117
J2215+1538,49998,1.5752733353051593,0.374196
J1900+0227,34239,1.9446231930579676,0.374262
J1957+5033,38715,0.362817605821565,0.374806
B0736-40,96528,0.2380974354462919,0.37492
J1924+1628,36081,0.9415453054985162,0.37509
J1801-2154,28494,0.8887834982570094,0.375297
B1842+14,32303,0.18545294344207225,0.375463
J0212+5222,69129,0.7368242132546252,0.376386
J1152-6012,117795,0.2663038127794794,0.37657
J1543-5459,18002,1.0613046821747532,0.377119
J1908+2351,34879,1.0928946433640772,0.377578
B1820-30B,30020,1.4141233885852793,0.378596
B1336-64,7333,1.172467791378644,0.378622
J1904-0150,34633,1.391608669294471,0.379387
J1835-0946,30905,1.979167047777288,0.379536
B2148+63,48470,0.34266732630813745,0.38014
J1838-0453,31246,1.3653479226941587,0.380831
J1650-4502,22638,0.305868357921777,0.38087
B1839+09,32255,1.8787705577840208,0.381319
J1826-1526,30067,1.6773478849169536,0.382073
B1609-47,19553,0.4930140829128268,0.382376
J1052-6348,113114,0.35144096012403714,0.38383
J1817-3837,29582,0.6198148165174622,0.384487
B0656+14,93398,0.6615524607413289,0.384891
J1900-0051,33238,1.464434082273564,0.385194
B1726-00,25905,0.7897090236223381,0.386004
J1452-5851,13771,0.7505815846955054,0.386625
B1813-36,29701,0.3457453226610056,0.387017
J2018+3431,40831,0.24878248781315512,0.387664
B1642-03,22177,0.4638736633406129,0.38769
B1240-64,3267,1.4893002721348185,0.388481
J1900+0634,33719,1.2058092229764568,0.389869
J1702-3932,23054,0.8827192189087398,0.390328
B0410+69,80007,0.8915184501962966,0.390715
J1457-5902,13771,0.6743717093962762,0.390739
J1811-1717,29189,0.7175664409600125,0.391385
J1415-6621,10743,0.8079141802693546,0.392479
J1754-3510,28145,0.6824229970491272,0.392704
J1819-1717,30220,0.41500667334341684,0.393522
J1141-6545,116101,0.9963997250310636,0.393899
B1745-12,27878,1.5091685177370826,0.394133
J1751-2516,27640,0.19525102843713046,0.394836
B1409-62,11118,1.4191022195208516,0.394946
B1518-58,15220,0.9075820350600796,0.395353
J2045+0912,42924,0.9780888915490149,0.395555
J1538-5519,16514,0.8732029242907319,0.395731
J1627+86,19589,3.311020527648725,0.395785
B0559-05,88353,1.0546003678114777,0.395969
J1103-6025,113789,1.5548389738376136,0.396587
J0821-4221,99880,1.244987482709529,0.396728
B1734-35,26506,0.12076211649077254,0.397585
J1717-4043,24583,0.9088777435144041,0.397857
J1853+0011,33238,1.0561605402757266,0.397882
B2025+21,41094,1.0723171344131635,0.398173
J1309-6526,4904,0.8765111480810298,0.398292
J1403-6310,8070,2.2748093993715073,0.39917
B1718-36,25030,1.8078169237744988,0.399183
B1154-62,117795,2.513910379394854,0.400522
B0906-17,104333,0.5683611841971953,0.401626
B1937-26,37064,0.9509666365435977,0.402858
J1928+15,36081,0.7083110670085246,0.403
J2017+59,40418,0.5539496982451136,0.403619
J1721-1939,24615,1.229585891435679,0.40404
B1913+10,34423,1.8174761750218773,0.404547
J1842-0309,31849,0.7150799695460806,0.40492
J1756-2225,27828,0.8032394380324395,0.40498
B1828-11,30905,0.39074851518611126,0.405043
B1740-13,26807,1.442093418727069,0.405337
J2105+28,44915,0.8158810035338381,0.405737
J1805-2032,28494,1.2005031773239156,0.405769
J1823-3021C,30020,1.4136103519177838,0.405936
J1959+3620,38842,0.7854708936129061,0.406081
J1614-3937,19389,1.1581299396283702,0.407292
J0746+66,97099,0.36293513366885205,0.40767
J1119-6127,116221,2.31824389358928,0.407963
J1752+2359,28083,1.9182034835043364,0.409051
B1910+10,34423,1.304534250582866,0.409349
J1645+1012,22288,0.9444148414015178,0.410861
J1824-1500,30067,1.4894244225086202,0.41223
J1742-4616,27372,1.1624190458692933,0.412401
J1504-5621,14592,0.8207068563509742,0.412985
J1741-2054,26951,0.8709364017126678,0.4137
J1821-0256,30112,0.7249812963386593,0.414111
J0137+1654,66319,0.44982587073857466,0.414763
B2106+44,45072,0.7548024250105773,0.414871
J1902+02,34239,1.378338157464681,0.41532
J1811-2439,29810,1.2022946812511046,0.415813
B1855+02,34239,2.3598995887491045,0.415823
B1758-23,29061,1.8427161171690638,0.415827
J1658-4958,23140,0.9620730724996801,0.416874
J1839-0905,30905,3.2115623240212012,0.418969
J2216+5759,49644,1.171114556279902,0.419102
J1653-4315,22915,0.44361073951181484,0.41928
B1732-07,25846,1.381735497496519,0.419335
B1222-63,1673,0.7102664885456071,0.419618
J1856+0404,32984,1.5076291915501019,0.420252
J1319-6105,5523,1.8646766660265968,0.421118
J2002+30,39327,0.20030975790088645,0.421794
B1604-00,19386,0.6091083407222945,0.421816
J1840-04,31849,1.3599603428368119,0.4223
B1054-62,113114,1.1576486812177036,0.422447
J1210-5226,894,0.14528773460298286,0.424131
J0725-1635,95598,0.7120042682655778,0.424311
J1808+00,29716,1.8145033711557852,0.425115
J1930+14,36081,1.918595097280717,0.42571
B1915+22,36058,2.0498670472926332,0.425897
J1813-2113,29061,1.571528651387687,0.426466
J1612+2008,19510,1.0265366490370003,0.426646
B1952+29,38120,1.502608079177565,0.426677
J1815+55,29542,0.6267672296567096,0.426802
J1305-6203,4872,0.42866276142228216,0.427762
J1805-2948,29500,1.5734680454984855,0.428341
J1852-0127,33238,0.9689667806280936,0.428979
J1758-2206,28494,1.2005376376863233,0.430278
J1636-4933,21552,0.3295458595047883,0.430367
J1537-5645,16514,1.7273615945020815,0.430464
B0919+06,105932,1.2693606064534042,0.430627
J1755-26,27907,0.6746320306819266,0.430872
J1812-1910,29221,0.6858018945138007,0.430991
B1900-06,33848,0.6376301341737495,0.431887
J1535-4114,16793,1.1174582615530553,0.432866
J1211-6324,1673,1.0918763152825444,0.433084
J1846+0051,32270,0.627426428289334,0.434373
J1249-6507,3831,0.9320701569520727,0.434445
J1809-2004,29221,0.9820815081625395,0.434811
J1946+2611,37968,0.8276975795208903,0.43506
J1851-0241,33238,2.0997438559843853,0.435194
B1821-11,30552,0.22191061806637563,0.435759
B1630-44,20861,0.9964124331658105,0.436507
J1933+0758,36587,0.4825260331864918,0.437454
J1840-0753,31246,3.0735802473546943,0.437869
B0447-12,82694,1.3310355694705012,0.438014
J1817-0743,29868,0.3031238284209356,0.438095
J1801-2115,28494,0.27702092999749645,0.438113
J1916+0844,35642,1.2340222627852637,0.439995
B2113+14,45841,1.1842101662529905,0.440153
J0417+61,80250,0.9075642582981117,0.440283
B1944+17,37528,1.3409338597802387,0.440618
J1905+0600,33719,1.3526320026623853,0.44121
J0901-4624,103523,0.5912958760142988,0.441995
J1748-2444,27640,0.7011085784068657,0.442838
J1013-5934,110056,1.5734217538003947,0.442901
B2227+61,51177,0.30489634470836063,0.443055
J1738-2955,26550,0.2943783260251831,0.443398
J1803-1920,28312,1.1324565727173115,0.443649
J1532-5308,16612,0.8659792445259673,0.443825
J0610+37,88773,0.8431435731044881,0.443861
J0357+3205,78151,0.6999374844994153,0.444104
J1838-0107,31849,2.2002465058321525,0.444426
B1740-03,26615,0.9498753783581019,0.444645
J1841-0524,31246,2.1443536788884243,0.445749
J1749-4931,28176,2.0146258401989905,0.445822
J2047+5029,43197,0.9193719632230446,0.445945
J1943+0609,37413,1.3003350898815724,0.446226
B1309-12,5407,0.6945220368303514,0.447518
B0254-53,72563,1.0863972779249342,0.447708
J1709-3626,23709,0.9879803460752857,0.447857
J1055-6236,113114,1.5113407700532846,0.448635
J1624-4721,20800,0.6588665838446988,0.448723
J1909+1148,34710,0.610997720532244,0.44895
J1839-0643,31246,1.9478663407396775,0.449548
J1737-3137,26419,0.29767916405712824,0.450432
J0448-2749,82354,0.552927525982878,0.450448
J1626-6621,19865,1.054648265335495,0.450868
J1852-0118,33238,0.828028053108397,0.451473
J0848+16,102659,0.16073906133968896,0.4524
B1159-58,246,1.6112963034698784,0.452801
J1910+0534,35173,2.3801290129397215,0.452867
J1551-5310,18351,0.6664304706074343,0.453394
J1719-23,25051,0.5432797256982351,0.454
J1805-0619,29432,1.673119093497381,0.454651
B1510-48,14673,0.7722428888961902,0.454839
B1641-45,22032,0.9858066164436486,0.45506
J1950+05,37712,2.8806277855432736,0.455934
J1822-4209,30057,1.167489989842691,0.456512
J1836-0517,31246,0.8172814462189304,0.457245
J1613-5211,20028,0.6445811807099857,0.457502
J1914+0219,34848,0.9473892175276245,0.457527
J1830-0131,30585,1.2193687711650558,0.457536
J1622-4347,20200,0.6445514393310792,0.457681
J1320-3512,6176,0.6052653821390191,0.458488
J2007+0910,40465,2.3042762279110645,0.458735
B1436-63,13059,0.964387852618561,0.459605
J1625-4904,20359,0.9586887129819563,0.460339
J1911+1758,35741,2.484564937519329,0.460406
J1844+00,32270,0.3423393561885393,0.460503
B1756-22,28494,1.1257718990605134,0.460974
J2244+63,52421,0.7868904502750256,0.461
J1811+0702,29672,1.8344290387442832,0.461713
J1449-5846,12572,1.0202355381240105,0.46333
J0133-6957,66388,0.3267272960348492,0.463474
J1501-0046,14113,0.2827106136619281,0.464037
J1614-38,19389,1.754964038385295,0.4641
J1807+0756,28835,1.4997933792154614,0.4643
J1308-5844,5419,0.34462657743154324,0.4647
J0554+3107,87966,0.9572425601150696,0.464961
J1711-3826,24332,1.1414043051978084,0.465365
J1437-6146,11706,1.2930044775760743,0.467616
J1852+0008,33238,1.0893333330133104,0.467894
J1535-4415,16906,0.8517448566503004,0.468402
J1243-5735,3512,1.1923456506469803,0.471225
J1842+1332,32303,1.3050660127078675,0.471604
B0053+47,62903,0.4874563999494697,0.472037
J0954-5430,107832,1.0183636874794921,0.472834
J1435-5954,11706,0.9361677562631986,0.472995
B1303-66,4904,1.502470259445191,0.473026
J1837+0053,31480,1.4347096664626682,0.473513
J1246+22,3850,0.7248479463576203,0.47383
J1659-4316,22915,0.7491795058415458,0.474381
B2306+55,54506,0.6516591833940073,0.475068
J1843-0744,32933,2.913027495518946,0.475393
J0627+0706,90246,1.0462485117354718,0.475877
B0626+24,90523,0.7176195303355797,0.476623
B2045+56,42885,0.7027009667807074,0.476735
B1718-32,24877,0.7845356681964021,0.477158
J2248-0101,52610,0.7405487559199871,0.477233
B1718-02,24864,0.4183288669527928,0.477715
B1323-58,5523,2.15532785324867,0.477991
J1305-6256,4740,0.5210074836145416,0.478231
J1124-6421,114792,1.2353044030906655,0.479099
J0449-7031,82522,0.24215705534299853,0.479164
J1610-5006,19581,0.4019526960615338,0.481119
J1806-2125,29061,0.6703098296181639,0.481789
J0812-3905,99454,0.6688743388582716,0.482596
B1925+18,35943,1.1557767935715404,0.482766
J1612-5136,20028,1.1635476513148038,0.483311
J1833-0559,31069,0.4959073431299485,0.483459
J1732-1930,26018,0.5645682070007231,0.48377
J1806+1023,28835,1.17286959608159,0.484286
J1839-0627,31246,1.8212619480844119,0.484914
J0709-5923,94439,0.4813361530628192,0.485268
B1842-04,32933,1.9220262163458888,0.486751
J1902+0723,33719,2.0856132770376505,0.487813
J1834-0602,31246,0.679422597830681,0.487914
J1838-1849,31626,0.9835527064005307,0.488242
B1633+24,21354,0.7352674206073068,0.490507
J1627+1419,20915,0.7752192774243628,0.490857
J1834-0812,31069,2.463939685453381,0.491142
